tx_price,beds,baths,sqft,year_built,lot_size,basement,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,lifestyle_avg,two_and_two,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Metal,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,exterior_walls_missing,roof_Asphalt,roof_Composition Shingle,roof_Other,roof_Shake Shingle,roof_missing,property_type_Apartment / Condo / Townhouse,property_type_Single-Family
232150.0,2.0,1.0,920.0,1941.0,0.0,0.0,36.0,37.0,80.0,240.0,80.0,4.0,3.0,2003.0,0.9227989212875232,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
327000.0,2.0,1.0,924.0,1961.0,0.0,0.0,34.0,34.0,66.0,235.0,81.0,9.0,3.0,2008.0,0.31986435647280886,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
455900.0,2.0,1.0,928.0,2013.0,0.0,0.0,33.0,65.0,84.0,345.0,119.0,9.0,3.0,2013.0,1.4932593714052527,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
290000.0,2.0,1.0,930.0,1983.0,0.0,0.0,36.0,49.0,77.0,244.0,84.0,6.0,3.0,2006.0,0.7389963540378914,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
301000.0,2.0,1.0,930.0,1986.0,1135.0,1.0,31.0,74.0,59.0,204.0,62.0,8.0,3.0,2005.0,0.49547436604454187,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
275000.0,2.0,1.0,930.0,1988.0,1059.0,1.0,36.0,62.0,63.0,233.0,71.0,7.5,2.0,2004.0,-0.6991419215010519,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
531000.0,2.0,1.0,931.0,2006.0,0.0,0.0,33.0,40.0,96.0,414.0,143.0,5.0,3.0,2011.0,2.8222592932731185,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
405000.0,2.0,1.0,945.0,1955.0,14374.0,1.0,38.0,64.0,73.0,457.0,139.0,8.0,3.0,2012.0,-0.08598299942603835,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
336000.0,2.0,1.0,950.0,1941.0,0.0,0.0,39.0,21.0,89.0,276.0,91.0,4.0,3.0,2014.0,0.5017209285027528,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
214000.0,2.0,1.0,952.0,1964.0,0.0,1.0,36.0,42.0,67.0,202.0,61.0,8.0,3.0,2010.0,2.163393301783115,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
327500.0,2.0,1.0,958.0,1941.0,0.0,0.0,39.0,21.0,89.0,234.0,77.0,4.0,3.0,2010.0,0.880801661693202,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
251489.0,2.0,1.0,959.0,1930.0,4918.0,0.0,43.0,60.0,36.0,176.0,49.0,5.0,3.0,2010.0,-0.7946302052534557,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
